log_num__speechiness,log_num__liveness,log_num__instrumentalness,log_num__acousticness,log_num__duration_ms,other_num__Popularity,other_num__danceability,other_num__energy,other_num__loudness,other_num__valence,other_num__tempo,cat__key_1.0,cat__key_2.0,cat__key_3.0,cat__key_4.0,cat__key_5.0,cat__key_6.0,cat__key_7.0,cat__key_8.0,cat__key_9.0,cat__key_10.0,cat__key_11.0,cat__mode_0.0,cat__mode_1.0,cat__time_signature_1.0,cat__time_signature_3.0,cat__time_signature_4.0,cat__time_signature_5.0
-0.5229628707578199,-0.5931898837553157,-0.49511728629993446,0.5613861747410229,-0.3059914591338569,-0.43558402878423513,-1.2596436688588375,-0.5386347101943372,0.31159490252285293,-1.045880238072088,1.0079470633450374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.14124529561535185,-0.6083661683239416,-0.2879552549787064,-0.7356783282025715,-0.5242006133023008,1.3067649955104756,1.0920399755400618,0.3578382351703464,0.5842522257664937,-0.44218792635064996,0.34824011601800875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.19974250031169322,0.6580905210583731,1.9200865390450144,-0.8498863529812917,-1.1094393153023965,-0.029035923115469257,0.24399037487447386,0.6000133910271569,0.44866448078392224,0.6194778632284307,1.2623880655845576,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.6180561247294993,0.7619295563185053,-0.4100749424838316,1.9957594090251867,0.9424280058447903,-1.8875415490298275,-0.17101262119591987,-1.5073353336215785,-1.679495079352357,0.06158289929275692,1.6857462403634724,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2.1142756890384256,0.16729125515527077,-0.49511728629993446,-0.11222822974904485,0.4109413088936111,0.20327728012382554,0.12971418755074207,0.48529884351603614,0.6951427494407642,0.55286353917641,-1.1603474849794653,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1.7324673323966815,0.1464936547403819,-0.27661519944825086,-0.817490778465024,-0.07608001487536672,-0.37750572797441145,0.6830515156446012,0.6382515735308634,0.012264580266247388,0.4279616815788709,-1.3725845570229571,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.6346590123153065,-0.7138379355403834,0.7541731017845953,1.2620290946858104,0.13056860351760619,-1.945619849839651,0.6890660518195345,-0.984746839404251,-1.187279458677922,0.17399457113054204,0.3186162034765652,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1.99965198757555,1.2748122892292826,-0.5137132927028084,-0.8538377863680622,-0.175611409393489,0.02904237769435444,-0.6160882981409802,1.4072639105498577,1.2290966741262273,-1.8252678294807307,0.5852990508530754,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.003705798698798694,1.009777007522228,-0.49511728629993446,0.36484750897427265,-1.0225175824108268,-0.37750572797441145,-0.5860156172663139,0.6509976343654323,-0.45722959680455083,0.9650396692482882,2.065311074113655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.16744245837140495,0.40619331098698047,-0.5140361145719885,0.7526160789069911,-0.30421972256426655,0.7840602882220625,1.855886069756584,-0.5428833971391934,0.48669820159870547,-0.013358215265766485,-0.6633691531198176,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.4421512055408817,-0.6395636898932937,-0.5144104558507134,-0.22945998063383413,0.4974196476681351,1.3648432963202994,0.04551068110167721,0.6892358168691393,0.4126065376738031,1.8601696486973174,1.428227868213825,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.38762298736097955,-0.9012741760409999,2.4861350879241355,-0.765866857626743,-0.7028615242372551,0.3775121825532966,1.879944214456317,-0.2454753109992512,0.05424985649035872,0.4737590293646352,0.04648877856675462,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.4312288674524212,-0.5177177726375567,-0.4524380034847587,-0.832182583869492,2.5168357193845763,0.7259819874122387,-1.590443158480166,0.6085107649168695,0.7894861348384732,-1.4747099491569715,0.9076450946259492,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
-0.33465798952219333,0.7941172923335675,-0.24181262155877117,-0.8536413446189703,0.7261544601741904,-1.4809934433610616,1.2484179160883262,-0.16475025904698104,1.122404678074368,0.9317325072222777,0.10925359783264353,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
